gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
00-0025889,Jamar Adams,Jamar,Jamar,Adams,,,,ADA393165,,AdamJa20,,,11911,32004144-4139-3165-cb72-9ea329a3b66e,1985-11-29,DB,DB,,,74,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ea0yftzolh0jtjeektqu",Michigan,,45,2008,2010,PHI,ACT,,,3,,,,,,
00-0028998,Jeff Adams,Jeff,Jeffrey,Adams,Je.Adams,Jeff,,ADA396272,38945,AdamJe00,7680,688,15368,32004144-4139-6272-51c0-d59b6f0d4262,1989-09-06,OL,OT,OL,T,79,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yna5goumnjv4ygsi14q0",Columbia,,70,2012,2016,HOU,DEV,CUT,,3,T,,,,,
00-0032429,Jerell Adams,Jerell,Jerell,Adams,J.Adams,Jerell,,ADA400343,43473,AdamJe01,10818,4897,2978727,32004144-4140-0343-fd0c-4595e9eb7550,1992-12-31,TE,TE,TE,TE,77,254,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/euwosft7xb84upuhbutp",South Carolina,Southeastern Conference,0,2016,2020,DET,DEV,CUT,Active,3,TE,,2016,6,184,NYG
00-0030226,Johnny Adams,Johnny,Johnny,Adams,,,,ADA428790,,AdamJo02,8589,2782,16489,32004144-4142-8790-3461-a5ced4f34e0d,1989-06-09,DB,CB,,,70,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cl7dffywlq4kuh8cu3vl",Michigan State,,0,2013,2013,LV,DEV,,,0,,,,,,
00-0034457,Josh Adams,Josh,Joshua,Adams,J.Adams,Josh,,ADA444540,46641,AdamJo03,45662,7378,3932420,32004144-4144-4540-a93e-f3e3911cee48,1996-10-29,RB,RB,,,74,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppc3a6qvlxjxmkwxbphn",Notre Dame,Independent,0,2018,2021,NO,CUT,RES,Reserve/Future,4,HB,,,,,
ADA470662,Julius Adams,Julius,Julius,Adams,,,,ADA470662,,AdamJu00,,,,32004144-4147-0662-ad92-3e1c29ba5664,1948-04-26,DL,DE,,,75,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mkulv0yzwzkfimxzw5hd",Texas Southern,,0,1974,1987,NE,ACT,,,15,,,,,,
00-0020488,Keith Adams,Keith,Keith,Adams,,,,ADA475276,26452,AdamKe20,932,,2781,32004144-4147-5276-a704-cde5ce8ce095,1979-11-22,LB,LB,,,71,223,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c5mas32c03syzb6vqjbi",Clemson,,59,2001,2007,CLE,ACT,,,7,,,2001,7,232,TEN
00-0029047,Kendrick Adams,Kendrick,Kendrick,Adams,,,,ADA476163,,AdamKe01,7360,293,15394,32004144-4147-6163-49e0-a1992548e450,1988-11-03,DL,DE,,,77,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aoh3pchsneduezgr40qc",LSU,,0,2012,2013,NYG,DEV,,,1,,,,,,
00-0028338,Kris Adams,Kris,Kristofer,Adams,,,,ADA479082,,AdamKr00,6557,1872,14319,32004144-4147-9082-6b5b-351d29000e43,1987-09-04,WR,WR,,,75,194,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f0urzbzxuqp5qivsxlg2",Texas-El Paso,,89,2011,2013,NYG,RES,,,2,WR,,,,,
00-0028337,Kyle Adams,Kyle,Kyle,Adams,,,,ADA482150,,AdamKy00,6556,136,14217,32004144-4148-2150-eac1-53a13c0c9238,1988-01-19,TE,TE,,,76,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/grsspcfae7w0fy415cdj",Purdue,,86,2011,2013,TB,ACT,,,3,TE,,,,,
00-0034424,Matthew Adams,Matthew,Matthew,Adams,M.Adams,Matthew,,ADA499253,46290,AdamMa00,38526,7106,3126179,32004144-4149-9253-413a-82fd44765fb8,1995-12-12,LB,OLB,DL,EDGE,72,229,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/czuncqaya4qcf5guud1f",Houston,American Athletic Conference,49,2018,2024,NYG,ACT,ACT,Active,7,LB,A,2018,7,221,IND
00-0022247,Mike Adams,Mike,Michael,Adams,M.Adams,Mike,,ADA515576,29236,AdamMi21,1972,33,5893,32004144-4151-5576-8fc8-c0de1821f384,1981-03-24,DB,FS,DB,SAFETY,71,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lkfpqqbpyo1y29eeoqhb",Delaware,Colonial Athletic Association,27,2004,2019,HOU,ACT,ACT,Active,16,S,,,,,
00-0025668,Michael Adams,Michael,Michael,Adams,,,,ADA509576,,AdamMi98,4192,2865,10847,32004144-4150-9576-56e4-0c0d759ea128,1985-06-17,DB,DB,,,68,181,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c6ustof4db1od2scnmv6",Louisiana-Lafayette,,21,2007,2013,TB,RES,,,7,CB,,,,,
00-0029202,Mike Adams,Mike,Michael,Adams,,Mike,,ADA520151,38586,AdamMi02,7643,2860,8133,32004144-4152-0151-78d8-74f6ea5558c1,1990-03-10,OL,OT,,,79,323,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jm6guxqs4buotenwutfr",Ohio State,Big Ten Conference,76,2012,2016,CHI,RES,PUP,Active/PUP,5,T,,2012,2,56,PIT
ADA504348,Mike Adams,Mike,Michael,Adams,,,,ADA504348,,AdamMi00,,,,32004144-4150-4348-d563-642e617fd37b,1974-03-24,WR,WR,,,71,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbl04pmvktz4d4agl3na",Texas,,86,1997,1997,PIT,RES,,,0,,,1997,7,223,PIT
ADA510348,Michael Adams,Michael,Michael,Adams,,,,ADA510348,,AdamMi20,,,,32004144-4151-0348-7072-e559717565a1,1964-04-05,DB,DB,,,70,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jtnzs7bnhxpjyg1g56zc",Arkansas State; Mississippi Delta CC,,0,1987,1989,ARI,ACT,,,3,,,1987,3,67,NO
00-0033929,Montravius Adams,Montravius,Montravius,Adams,M.Adams,Montravius,,ADA519824,44905,AdamMo00,11848,5679,3051894,32004144-4151-9824-1230-49b9593d6a6e,1995-07-24,DL,DT,DL,INTERIOR_LINE,76,304,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weqjlnkvdzbk0usa3v7i",Auburn,Southeastern Conference,57,2017,2024,PIT,ACT,ACT,Active,8,DI,A,2017,3,93,GB
00-0035946,Myles Adams,Myles,Myles,Adams,M.Adams,Myles,,ADA519905,52848,AdamMy00,28430,9194,4039164,32004144-4151-9905-70d2-92877257b064,1998-03-09,DL,DT,DL,INTERIOR_LINE,74,290,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f11lhmyjrovmo0mdp5wa",Rice,Conference USA,66,2020,2025,DET,DEV,ACT,Active,4,DI,A,,,,
00-0035007,Paul Adams,Paul,Paul,Adams,P.Adams,Paul,,ADA523419,48104,AdamPa01,46846,8165,3122099,32004144-4152-3419-b256-7bb4c25cf724,1995-05-17,OL,OT,OL,G,77,315,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oawhx4is1eepvdgl9fjp",Missouri,Southeastern Conference,0,2019,2021,TEN,CUT,TRD,PS; COVID19,1,,,,,,
ADA526034,Pete Adams,Pete,Peter,Adams,,,,ADA526034,,AdamPe20,,,,32004144-4152-6034-a6c3-36ec40c78ff2,1951-05-04,OL,G,,,76,260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqln3vprg8wxojzqdlzs",USC,,0,1974,1976,CLE,ACT,,,2,,,,,,
00-0027610,Phillip Adams,Phillip,Phillip,Adams,,Phillip,,ADA534252,35665,AdamPh00,5747,1947,13308,32004144-4153-4252-c3d1-63576e56b342,1988-07-20,DB,DB,,,71,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fqfsmsirbg0mlecvm8ip",South Carolina State,Mid-Eastern Athletic Conference,20,2010,2015,ATL,ACT,ACT,Active,6,CB,,2010,7,224,SF
ADA553720,Bob Adams,Bob,Robert,Adams,,,,ADA553720,,AdamBo00,,,,32004144-4155-3720-5835-f987e576c29b,1946-08-15,TE,TE,,,74,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gqvqcnyjvsffksmpimjr",University of U. of Pacific,,0,1974,1976,ATL,ACT,,,6,,,,,,
00-0033957,Rodney Adams,Rodney,Rodney,Adams,R.Adams,Rodney,,ADA555214,44983,AdamRo01,11925,5756,3059918,32004144-4155-5214-265d-3368798b4bd3,1994-09-15,WR,WR,,,73,189,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ae8lsm9ahaczhqfz1pvo",University of South Florida; Toledo,American Athletic Conference,18,2017,2022,NYJ,RSN,RES,R/NFIL,2,WR,A,2017,5,170,MIN
00-0028829,Royce Adams,Royce,Royce,Adams,,,,ADA567172,,AdamRo00,8551,1019,14863,32004144-4156-7172-a979-ac76702d662c,1988-05-03,WR,WR,,,72,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sph4pazcenryfe0glebm",Purdue,,0,2012,2012,NYJ,RES,,,0,,,,,,
00-0000065,Sam Adams,Sam,Samuel,Adams,,,,ADA571656,,AdamSa00,,,601,32004144-4157-1656-c9b5-9681a9711d63,1973-06-13,DL,DT,,,75,350,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pqwbc18lkp6evgok8768",Texas A&M,,95,1994,2007,DEN,CUT,,,14,,,1994,1,8,SEA
ADA581406,Sam Adams,Sam,Samuel,Adams,,,,ADA581406,,AdamSa20,,,,32004144-4158-1406-9867-d73281413251,1948-09-20,OL,G,,,75,256,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ywynqkqkpb5xfargtexq",Prairie View A&M,,0,1974,1981,NO,ACT,,,10,,,,,,
00-0000066,Scott Adams,Scott,Scott,Adams,,,,ADA584320,,AdamSc20,,,7353,32004144-4158-4320-c6af-918649831c94,1966-09-28,OL,OT,,,77,290,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yjbhmufjtd7bhwmbe0xv",Georgia,,71,1991,1997,ATL,ACT,,,6,,,,,,
ADA609092,Stan Adams,Stan,Stanley,Adams,,,,ADA609092,,AdamSt20,,,,32004144-4160-9092-7be7-046ecd6373a8,1960-05-22,LB,OLB,,,74,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aqb8yo0fxath56pzaokp",Memphis,,0,1984,1984,LV,ACT,,,0,,,,,,
ADA636778,Stefon Adams,Stefon,Stefon,Adams,,,,ADA636778,,AdamSt21,,,,32004144-4163-6778-6336-87beba082461,1963-08-11,DB,DB,,,70,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/apznak2gjksszw48mxhq",East Carolina,,0,1986,1990,MIA,ACT,,,5,,,1985,3,80,LV
00-0024434,Titus Adams,Titus,Titus,Adams,,,,ADA676791,31035,AdamTi00,3165,,9806,32004144-4167-6791-7a07-0715759ec1c9,1983-01-28,DL,DT,,,76,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkug101zgjsp8a5krjh6",Nebraska,,62,2006,2010,CLE,RES,,,1,,,2006,7,220,NYJ
00-0034849,Tony Adams,Tony,Tony,Adams,T.Adams,Tony,,ADA679358,46987,,46610,7160,3116734,32004144-4167-9358-d4be-df9801f76072,1995-12-28,OL,G,,,73,302,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/afexojkz4zbs4xxsxobr",N.C. State,,0,2018,2018,NE,DEV,DEV,,0,,,,,,
00-0037155,Tony Adams,Tony,Tony,Adams,T.Adams,Tony,,ADA679550,54833,AdamTo03,55953,10433,4240532,32004144-4167-9550-1d54-314c28732948,1999-01-24,DB,SAF,DB,SAFETY,71,210,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bhgovss7uhkszgbrfxd6",Illinois,Big Ten Conference,29,2022,2026,TEN,ACT,ACT,Active,5,S,A,,,,
00-0036185,Trey Adams,Trey,Trey,Adams,,,,ADA679615,,AdamTr01,46310,9363,3886808,32004144-4167-9615-775d-42ed4e6da54e,1997-03-04,OL,OT,,,80,311,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fudtlvkuhq5trdy7sehq",Washington,,72,2020,2020,BUF,DEV,,,0,,,,,,
00-0032094,Tyrell Adams,Tyrell,Tyrell,Adams,T.Adams,Tyrell,,ADA679872,43075,AdamTy00,10140,4514,3895228,32004144-4167-9872-1d2c-b42c06ee60cc,1992-04-11,LB,LB,LB,MLB,74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ti4tf8pz8netweld38ye",West Georgia,Gulf South Conference,59,2015,2022,IND,CUT,CUT,PS; Vet,6,LB,A,,,,
00-0000072,Vashone Adams,Vashone,Vashone,Adams,,,,ADA680900,,AdamVa20,,,916,32004144-4168-0900-cfe8-3a7476770f6c,1973-09-12,DB,DB,,,70,201,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/czxpa4mxln9wa8mh3t5x",Eastern Michigan; Fort Hays; Butte College,,24,1995,1999,DAL,ACT,,,4,,,,,,
ADA719836,Bill Adams,Bill,William,Adams,,,,ADA719836,,AdamBi20,,,,32004144-4171-9836-975b-3464cbfee25f,1950-02-04,OL,G,,,74,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kikob2kvwj3gpe2hf29a",Holy Cross,,0,1974,1978,BUF,ACT,,,6,,,,,,
ADA775208,Willis Adams,Willis,Willis,Adams,,,,ADA775208,,AdamWi00,,,,32004144-4177-5208-6bf6-1e3b40c3ba72,1956-08-22,WR,WR,,,74,194,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zlpqp40wpnonzhvscqxf",Houston; Navarro,,0,1979,1985,CLE,ACT,,,6,,,1979,1,20,CLE
00-0028999,Levy Adcock,Levy,Levy,Adcock,,,,ADC474619,,AdcoLe00,,,15382,32004144-4347-4619-488f-b5df075513ee,1988-11-12,OL,OT,,,78,324,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jtxy03ajz3bjwc8fxbw7",Oklahoma State,,0,2012,2012,NYG,DEV,,,0,,,,,,
00-0030312,Jahleel Addae,Jahleel,Jahleel,Addae,J.Addae,Jahleel,,ADD129366,40755,AddaJa00,8117,2513,16039,32004144-4412-9366-a8b4-f932d5b26449,1990-01-24,DB,S,DB,SAFETY,70,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/orbwmzogmxytlb5rk4i4",Central Michigan,Mid-American Conference,41,2013,2021,IND,ACT,ACT,Active,9,S,,,,,
00-0024245,Joseph Addai,Joseph,Joseph,Addai,,,,ADD152616,30844,AddaJo00,2975,6608,9616,32004144-4415-2616-c7a9-811f2fe4cc75,1983-05-03,RB,RB,,,71,214,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hh0ebpwy5udobw9gbqoe",LSU,,29,2006,2011,IND,ACT,,,6,HB,,2006,1,30,IND
00-0035677,Nasir Adderley,Nasir,Nasir,Adderley,N.Adderley,Nasir,,ADD172048,47843,AddeNa00,33880,7851,3912028,32004144-4417-2048-c82e-d72eac396ce9,1997-05-31,DB,FS,,,72,206,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dpvexbntnac14qw14k5d",Delaware,Colonial Athletic Association,24,2019,2022,LAC,ACT,U01,R/UFA,4,S,A,2019,2,60,LAC
00-0037686,Tucker Addington,Tucker,Tucker,Addington,T.Addington,Tucker,,ADD477723,54137,AddiTu00,66898,10814,4034729,32004144-4447-7723-b52f-c3f0998f4e43,1997-07-16,SPEC,LS,,,74,230,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weswfyqcc51q4zgjtgmq",Sam Houston State,Southland Conference,46,2022,2026,MIA,ACT,CUT,Practice Squad,1,LS,A,,,,
00-0032482,Bralon Addison,Bralon,Bralon,Addison,,,,ADD481098,43602,AddiBr01,11013,5112,2971271,32004144-4448-1098-6b9f-609c184948cc,1993-10-12,WR,WR,,,69,197,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otwc8iuqmogqjh2j8zow",Oregon,,45,2016,2016,CHI,ACT,,,0,WR,IR,,,,
00-0000076,Bryan Addison,Bryan,Bryan,Addison,,,,ADD487848,,,,,,32004144-4448-7848-72f8-3fac0657066a,1970-04-13,DB,SAF,,,72,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuxmuw2hpjnvixf4wulh",Hawaii,,0,1995,1995,HOU,RES,,,1,,,,,,
00-0038994,Jordan Addison,Jordan,Jordan,Addison,J.Addison,Jordan,,ADD491056,55887,AddiJo00,123000,10847,4429205,32004144-4449-1056-9ba9-b09766bad478,2002-01-27,WR,WR,WR,WR,71,179,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mi4lzk9gvjrvo6rwdf1e",USC; Pittsburgh,Pacific Twelve Conference,3,2023,2026,MIN,ACT,ACT,Active,4,WR,A,2023,1,23,MIN
00-0028339,Mario Addison,Mario,Mario,Addison,M.Addison,Mario,,ADD494264,37841,AddiMa00,6558,1185,14320,32004144-4449-4264-a260-256c81ea051a,1987-09-06,DL,DL,DL,EDGE,75,260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bapzewurohnyaqq1p3ud",Troy; Booneville JC (MS),Sun Belt Conference,97,2011,2022,HOU,ACT,ACT,Active,12,ED,A,,,,
00-0039031,Adetomiwa Adebawore,Adetomiwa,Adetomiwa,Adebawore,A.Adebawore,Adetomiwa,,ADE021468,55975,AdebAd00,97934,10934,4427635,32004144-4502-1468-3d33-a0f9da804e5c,2001-03-04,DL,DT,DL,INTERIOR_LINE,74,282,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k4jeqt29qhkxivumi4d7",Northwestern,Big Ten Conference,95,2023,2026,IND,ACT,ACT,Active,4,DI,A,2023,4,110,IND
00-0036937,Paulson Adebo,Paulson,Saiid,Adebo,P.Adebo,Paulson,,ADE042937,53505,AdebPa00,52280,9540,4242547,32004144-4504-2937-5d43-1392b15dc292,1999-07-03,DB,CB,DB,CB,73,192,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yft8adxhq7go3eqd8d9k",Stanford,Pacific Twelve Conference,21,2021,2026,NYG,RES,RES,R/Injured,6,CB,IR,2021,3,76,NO
00-0033366,Quincy Adeboyejo,Quincy,Quincy,Adeboyejo,Q.Adeboyejo,Quincy,,ADE085874,45254,AdebQu00,12085,6026,3051869,32004144-4508-5874-bbf3-1fc99c9571cb,1995-05-26,WR,WR,,,75,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yipbvltnyhalez8l8qsu",Mississippi,,10,2017,2020,NE,RES,PUP,,2,WR,A,,,,
00-0036310,Hakeem Adeniji,Hakeem,Abdul,Adeniji,H.Adeniji,Hakeem,,ADE451329,52588,AdenHa00,45419,8920,4046557,32004144-4545-1329-dcd7-27e4940351c6,1997-12-08,OL,OT,OL,T,76,302,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qcoi4yerqm7urfbnscft",Kansas,Big Twelve Conference,75,2020,2025,DAL,ACT,RES,R/Injured,6,G,A,2020,6,180,CIN
00-0027462,Damola Adeniji,Damola,Damola,Adeniji,,,,ADE444954,,AdenDa00,,,,32004144-4544-4954-2ee9-f7de177a06a4,1987-06-16,WR,WR,,,75,213,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ptdwe76zv5gq0urpmerr",Oregon State,,84,2010,2010,LV,DEV,,,0,,,,,,
00-0034204,Ola Adeniyi,Ola,Olasunkanmi,Adeniyi,O.Adeniyi,Olasunkanmi,,ADE457704,46457,AdenOl00,50154,7288,3126081,32004144-4545-7704-fb69-f33b4d1f1db2,1997-09-12,LB,OLB,DL,EDGE,73,248,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhae1hw5trbyhjxlknnv",Toledo,Mid-American Conference,92,2018,2022,TEN,CUT,CUT,Waivers/No Rec.,5,ED,,,,,
00-0035136,Aaron Adeoye,Aaron,Aaron,Adeoye,A.Adeoye,Aaron,,ADE536092,46032,AdeoAa00,20807,8491,3910148,32004144-4553-6092-d164-e7b9956f27ba,1993-08-26,LB,LB,DL,EDGE,78,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d4npplxwllhowsrlhrwh",Southeast Missouri State,Ohio Valley Conference,0,2019,2021,GB,CUT,CUT,Practice Squad,1,,,,,,
00-0024328,Victor Adeyanju,Victor,Victor,Adeyanju,,,,ADE771256,30927,AdeyVi20,3058,,9699,32004144-4577-1256-1daf-8f67f6b242d4,1983-02-11,DL,DE,,,76,284,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i8npfprcpd92yeityymc",Indiana,,95,2006,2010,CIN,ACT,,,5,,,2006,4,113,LA
00-0022795,Nathaniel Adibi,Nathaniel,Nathaniel,Adibi,,,,ADI207645,29098,,,,,32004144-4920-7645-c462-d213a8741804,1981-01-25,DL,DE,,,75,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ssbc5fiafuw5enjimnqq",Virginia Tech,,92,2005,2005,IND,CUT,,,1,,,,,,
00-0026258,Xavier Adibi,Xavier,Xavier,Adibi,,,,ADI219645,33199,AdibXa99,4432,,11352,32004144-4921-9645-56d4-cd2ad3cee96c,1984-10-18,LB,LB,,,74,242,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cbdspam7d3jp6fdoyjdg",Virginia Tech,,58,2008,2012,TEN,ACT,,,5,,,2008,4,118,HOU
ADI276861,John Adickes,John,John,Adickes,,,,ADI276861,,AdicJo20,,,,32004144-4927-6861-7ab9-e8a80fc4e1e8,1964-06-29,OL,C,,,75,264,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fwxsrow6oztcjvgekdjf",Baylor,,0,1987,1989,MIN,ACT,,,3,,,1987,6,154,CHI
00-0000083,Mark Adickes,Mark,Mark,Adickes,,,,ADI553722,,AdicMa20,,,,32004144-4955-3722-7ced-c702c7ee51f3,1961-04-22,OL,G,,,76,278,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w7ehw8m3v4otr7rniuyr",Baylor,,0,1986,1992,WAS,RES,,,7,,,1984,1,5,KC
00-0032273,Jude Adjei-Barimah,Jude,Jude,Adjei-Barimah,,Jude,,ADJ177981,43157,AdjeJu00,10298,4641,2515836,32004144-4a17-7981-e769-852536aaecc4,1992-07-21,DB,CB,,,71,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ztnhqfeurotvl0jsouaf",Bowling Green,,38,2015,2017,TB,RES,UFA,,3,CB,,,,,
ADK138430,Kevin Adkins,Kevin,James,Adkins,,,,ADK138430,,AdkiKe20,,,,32004144-4b13-8430-4baa-a37653aede74,1965-08-27,DB,DB,,,73,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/edn9jxvmlpz4gz4fvfmz",Oklahoma,,0,1987,1987,KC,ACT,,,0,,,,,,
00-0038783,Nate Adkins,Nate,Nathan,Adkins,N.Adkins,Nate,,ADK346075,56502,AdkiNa00,87625,11337,4383440,32004144-4b34-6075-d3fb-453dad04614a,1999-07-09,TE,TE,TE,TE,75,252,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hedaw0ksq5qdzp9uhe3w",South Carolina,Southeastern Conference,45,2023,2026,DEN,ACT,ACT,Active,4,TE,A,,,,
ADK692150,Sam Adkins,Sam,Samuel,Adkins,,,,ADK692150,,AdkiSa00,,,,32004144-4b69-2150-9303-558d4330a5d4,1955-05-21,QB,QB,,,74,214,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yrc68elxd1fl4r5cw4od",Wichita State University,,0,1977,1982,SEA,ACT,,,4,,,1977,10,254,SEA
00-0027123,Spencer Adkins,Spencer,Spencer,Adkins,,,,ADK695150,34627,AdkiSp99,5100,1398,12628,32004144-4b69-5150-3cfb-8550bf8aa75a,1987-05-16,LB,OLB,,,71,236,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cuwqikwyf7umcnynnjuf",Miami,,59,2009,2011,ATL,ACT,,,3,LB,,2009,6,176,ATL
00-0021629,James Adkisson,James,James,Adkisson,,,,ADK705650,,AdkiJa00,,,6091,32004144-4b70-5650-c076-8c0447870ddb,1980-01-11,WR,WR,,,77,235,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jdhkmhstqykhvpowhzwa",South Carolina; Kemper Military Junior College,,0,2005,2007,GB,CUT,,,1,,,,,,
00-0037412,Cal Adomitis,Cal,Callen,Adomitis,C.Adomitis,Cal,,ADO207645,54997,AdomCa00,58393,10574,4240719,32004144-4f20-7645-b843-7a0947c8068c,1998-07-09,SPEC,LS,,,74,238,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hi1jz8g2dtq0l6efegra",Pittsburgh,Atlantic Coast Conference,,2022,2026,MIA,DEV,ACT,Active,5,LS,A,,,,
00-0030583,Daniel Adongo,Daniel,Daniel,Adongo,,,,ADO444955,40955,AdonDa00,8323,2639,16632,32004144-4f44-4955-a109-4f0e3d23b1ac,1989-10-12,LB,LB,,,77,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kxnizze0ebe088ewwmbg","",,56,2013,2015,IND,CUT,,,2,,,,,,
00-0026936,Al Afalava,Al,Al,Afalava,,,,AFA385627,34641,AfalAl99,5114,1694,12629,32004146-4138-5627-2a2d-4af6529a72b4,1987-01-20,DB,S,,,71,212,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hu7bpygwpaxcrmngdsxe",Oregon State,,38,2009,2012,TEN,ACT,,,2,S,,2009,6,190,CHI
00-0000090,Erik Affholter,Erik,Erik,Affholter,,,,AFF287508,,AffhEr00,,,,32004146-4628-7508-754c-bb606e47a49a,1966-04-10,WR,WR,,,72,187,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ow4ncwkijefeewsriext",USC,,0,1991,1992,LAC,CUT,,,2,,,1989,4,110,WAS
00-0034702,Pat Afriyie,Pat,Patrick,Afriyie,P.Afriyie,Pat,,AFR296636,46872,AfriPa00,49638,7617,3119152,32004146-5229-6636-1dd1-ffc1614efde8,1996-07-20,DL,DE,,,74,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eryitbb4q4zoqou1h8ck",Colgate,,97,2018,2018,LAC,DEV,DEV,,0,,,,,,
00-0000091,Louis Age,Louis,Louis,Age,,,,AGE044017,,AgexLo20,,,,32004147-4504-4017-748d-4846913aad68,1970-02-01,OL,OT,,,79,350,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zmtfiezt3urfpqjqbfno",Louisiana-Lafayette,,0,1992,1992,CHI,ACT,,,0,,,1992,11,304,CHI
00-0000094,Mel Agee,Mel,Melvin,Agee,,,,AGE264111,,AgeeMe20,,,7006,32004147-4526-4111-83a9-b4d4e18d084f,1968-11-22,DL,DT,,,77,300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cr5zavujkfeeiugacxyz",Illinois,,0,1991,1995,ATL,ACT,,,4,,,1991,6,152,IND
00-0000096,Tommie Agee,Tommie,Thomas,Agee,,,,AGE553722,,AgeeTo00,,,6503,32004147-4555-3722-2601-c9c708c6cdae,1964-02-22,RB,RB,,,72,235,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/la6jp0ftakejeacqrdxw",Auburn,,0,1988,1994,DAL,ACT,,,8,,,1987,5,119,SEA
